uniprot_id,pdb_id,accession,all_goa_terms,chain_id
SBT3_SOLLC,3I6S,O82777,"GO:0005615, GO:0006508, GO:0008236, GO:0009611, GO:0009827, GO:0010628, GO:0042802, GO:0042803, GO:0043171, GO:0097264, GO:1900367, GO:1902066",A
SC22B_HUMAN,2NUP,O75396,"GO:0000139, GO:0005789, GO:0005793, GO:0006888, GO:0012507, GO:0030133, GO:0030670, GO:0033116, GO:0045732, GO:1902902",C
SC22B_MOUSE,1IFQ,O08547,"GO:0000139, GO:0005789, GO:0006888, GO:0016192",A
SC23A_HUMAN,2YRC,Q15436,"GO:0005783, GO:0005789, GO:0005829, GO:0008270, GO:0012507, GO:0030127, GO:0070971, GO:0090110",A
SC24B_HUMAN,3EH1,O95487,"GO:0005789, GO:0005829, GO:0006888, GO:0008270, GO:0012507, GO:0030127, GO:0090110",A
SC24C_HUMAN,3EH2,P53992,"GO:0000149, GO:0005789, GO:0005829, GO:0006888, GO:0008270, GO:0012507, GO:0030127, GO:0090110",A
SC24D_HUMAN,3EFO,O94855,"GO:0000149, GO:0005789, GO:0005829, GO:0006888, GO:0008270, GO:0012507, GO:0030127, GO:0043231, GO:0090110",B
SC31A_HUMAN,7SUL,O94979,"GO:0005737, GO:0005783, GO:0005789, GO:0005829, GO:0012507, GO:0030120, GO:0030127, GO:0030134, GO:0043231, GO:0048306, GO:0048471, GO:0051592, GO:0070971, GO:0090110",A
SC51_SHEEP,1FRY,P49928,GO:0140367,A
SC5A1_HUMAN,7SL8,P13866,"GO:0000017, GO:0005372, GO:0005412, GO:0005769, GO:0005794, GO:0005886, GO:0015151, GO:0015371, GO:0016324, GO:0031965, GO:0035377, GO:0048471, GO:0055056, GO:0097708, GO:0098708, GO:0098719, GO:0106001, GO:0150104, GO:1904659",A
SC5A2_HUMAN,7VSI,P31639,"GO:0000017, GO:0005362, GO:0005412, GO:0005886, GO:0005975, GO:0008645, GO:0015151, GO:0016020, GO:0055056, GO:0098708, GO:0098719",A
SC5A5_RAT,7UUY,Q63008,"GO:0005886, GO:0006590, GO:0006814, GO:0008507, GO:0015111, GO:0015705, GO:1904200",A
SC5A7_HUMAN,8J74,Q9GZV3,"GO:0005307, GO:0005886, GO:0006836, GO:0008292, GO:0015220, GO:0015871, GO:0016020, GO:0030672, GO:0031594, GO:0031901, GO:0042734, GO:0055085",A
SC5A8_HUMAN,7SL9,Q8N695,"GO:0005886, GO:0006811, GO:0006821, GO:0006846, GO:0006848, GO:0008028, GO:0015705, GO:0015706, GO:0015727, GO:0015730, GO:0016324, GO:0140161, GO:0160081, GO:1901847, GO:2001142",A
SC61B_HUMAN,8B6L,P60468,"GO:0005783, GO:0005784, GO:0005789, GO:0005829, GO:0016020, GO:0030970, GO:0036503, GO:0043022, GO:0044322, GO:0048408",B
SC61G_CANLF,4CG5,P60058,"GO:0005543, GO:0005789, GO:0008320, GO:0022406, GO:0045047",B
SC6A1_HUMAN,7SK2,P30531,"GO:0005332, GO:0005886, GO:0007268, GO:0015378, GO:0016020, GO:0051936, GO:0051939, GO:0098658, GO:0098719, GO:1902476",A
SC6A1_RAT,8GNK,P23978,"GO:0005332, GO:0007612, GO:0009410, GO:0009636, GO:0009744, GO:0009986, GO:0010288, GO:0014054, GO:0014074, GO:0032229, GO:0032355, GO:0042220, GO:0042734, GO:0042802, GO:0045211, GO:0051592, GO:0051939, GO:0098810, GO:0098982, GO:1904313",A
SC6A2_HUMAN,8HFE,P23975,"GO:0003779, GO:0005330, GO:0005334, GO:0005886, GO:0007268, GO:0008504, GO:0015844, GO:0016020, GO:0070050",A
SC6A3_HUMAN,8VBY,Q01959,"GO:0005330, GO:0005737, GO:0005886, GO:0008504, GO:0009986, GO:0015844, GO:0015872, GO:0016020, GO:0016600, GO:0030424, GO:0043005, GO:0043025, GO:0045121, GO:0051583, GO:0090494",A
SC6A4_HUMAN,5I6X,P31645,"GO:0005178, GO:0005335, GO:0005886, GO:0008504, GO:0009636, GO:0012505, GO:0015297, GO:0015844, GO:0031402, GO:0045121, GO:0051378, GO:0051610, GO:0090067",A
SC6A6_HUMAN,9J7M,P31641,"GO:0005283, GO:0005368, GO:0005369, GO:0005886, GO:0015171, GO:0015734, GO:0016020, GO:0016323, GO:0016324, GO:0022858, GO:0031528, GO:0032328, GO:0045597, GO:0089718",A
SC6A6_MOUSE,9KMI,O35316,"GO:0005283, GO:0005332, GO:0005369, GO:0005886, GO:0015734, GO:0045211, GO:0050804, GO:0098982",A
SC6A8_HUMAN,9KR7,P48029,"GO:0005309, GO:0005886, GO:0006600, GO:0006936, GO:0015881, GO:0016020, GO:0016324, GO:0071705",A
SC6A9_HUMAN,6ZBV,P48067,"GO:0009925, GO:0015375, GO:0016020, GO:0016323, GO:0016324, GO:0016328",A
SC6B1_YEAST,6N3Q,P52870,"GO:0005085, GO:0005783, GO:0005784, GO:0005789, GO:0005829, GO:0006616, GO:0008320, GO:0031204, GO:0071256",B
SCAB1_ARATH,4DIX,O48791,"GO:0003779, GO:0007015, GO:0010119",A
SCAB_ORYRH,1IYC,Q86SC0,"GO:0005576, GO:0008061, GO:0050829, GO:0050832",A
SCACT_ACEAC,4EU3,B3EY95,"GO:0016740, GO:0019427, GO:0045733, GO:1901289",A
SCAF8_HUMAN,2DIW,Q9UPN6,"GO:0003723, GO:0005634, GO:0005654, GO:0032786, GO:0043175, GO:1990269, GO:2000805",A
SCAFB_BPPHS,1AL0,P03633,"GO:0046806, GO:0046807",B
SCAF_BP80A,6B0X,A4ZFB2,GO:0046806,a
SCAF_BPPH2,1NO4,P13848,"GO:0019068, GO:0046806",A
SCAF_HHV11,8BQ1,P10210,"GO:0039708, GO:0042025, GO:0042802",A
SCAF_VZVD,1VZV,P09286,GO:0039708,A
SCAL_DROME,6Y20,P30052,"GO:0000976, GO:0000978, GO:0000981, GO:0001222, GO:0001223, GO:0001745, GO:0005634, GO:0005654, GO:0007406, GO:0007423, GO:0007476, GO:0007480, GO:0007525, GO:0019904, GO:0035220, GO:0045892, GO:0045944, GO:0055013, GO:0072089, GO:0090575, GO:2000826",A
SCAP_HUMAN,6M49,Q12770,"GO:0000139, GO:0005789, GO:0032933, GO:0045542",B
SCAP_SCHPO,4YHC,O43043,"GO:0000139, GO:0032933, GO:0032936, GO:0070452, GO:0071456, GO:0098554",A
SCAR5_MOUSE,7BZZ,Q8K299,"GO:0005886, GO:0006879, GO:0006897, GO:0009986, GO:0030666, GO:0034605, GO:0034755, GO:0070207, GO:0070287",A
SCC1_YEAST,5FRP,Q12158,"GO:0000086, GO:0000794, GO:0003682, GO:0005634, GO:0005739, GO:0006302, GO:0006473, GO:0006915, GO:0006974, GO:0007076, GO:0019901, GO:0030892, GO:0034087, GO:1990414",C
SCC3_YEAST,4UVJ,P40541,"GO:0003682, GO:0005634, GO:0005737, GO:0005829, GO:0006473, GO:0007064, GO:0030892",A
SCC4_YEAST,4XDN,P40090,"GO:0000785, GO:0006302, GO:0007064, GO:0007076, GO:0032116, GO:0034087, GO:0043515, GO:0043565, GO:0070550, GO:0071169",A
SCD2_CAEEL,7LIR,O76411,"GO:0007606, GO:0040024, GO:0050893",A
SCDA_STAA8,9J47,P72360,"GO:0006979, GO:0030091",A
SCD_HUMAN,4ZYO,O00767,"GO:0004768, GO:0005506, GO:0005730, GO:0005783, GO:0005789, GO:0006636, GO:0016020, GO:0016491",A
SCE1_ARATH,6GUM,Q42551,"GO:0005634, GO:0009737, GO:0009793, GO:0016925, GO:0019789, GO:0019900, GO:0032183",A
SCE1_YEAST,1R7M,P03882,"GO:0004519, GO:0005739, GO:0006314",A
SCFD1_RAT,1Y9J,Q62991,"GO:0001666, GO:0005798, GO:0006890, GO:0006892, GO:0019905, GO:0044877, GO:0060628",A
SCF_HUMAN,1EXZ,P21583,"GO:0005576, GO:0005737, GO:0005886, GO:0008284, GO:0008584, GO:0030027, GO:0030175, GO:0035162, GO:1901534",A
SCF_MOUSE,2O27,P20826,"GO:0001755, GO:0002244, GO:0002573, GO:0002687, GO:0002763, GO:0005125, GO:0005173, GO:0005576, GO:0005615, GO:0005886, GO:0006915, GO:0007265, GO:0007281, GO:0008283, GO:0008284, GO:0016020, GO:0033024, GO:0033026, GO:0035234, GO:0042098, GO:0042102, GO:0043066, GO:0045636, GO:0046579, GO:0070662, GO:0070668, GO:0097192, GO:0097324, GO:0097531, GO:1901534, GO:1902035",A
SCIN_HUMAN,3FG6,Q9Y6U3,"GO:0005545, GO:0008285, GO:0043065, GO:0045654, GO:0051014, GO:0051127, GO:0051693",A
SCLY_HUMAN,3GZC,Q96I15,"GO:0005794, GO:0005829, GO:0006520, GO:0009000",A
SCLY_RAT,3A9X,Q68FT9,"GO:0009000, GO:0016261, GO:0016597, GO:0042803, GO:0070279, GO:1902494",A
SCMC1_HUMAN,4N5X,Q6NUK1,"GO:0000295, GO:0005347, GO:0005509, GO:0005739, GO:0006839, GO:0016020, GO:0034599, GO:0051503, GO:0071277, GO:0140987, GO:0140988, GO:1990544",A
SCM_DROME,1PK1,Q9VHA0,"GO:0005634, GO:0005700, GO:0006357, GO:0007409, GO:0009948, GO:0022008, GO:0030708, GO:0030713, GO:0031507, GO:0042802, GO:0043565, GO:0045892, GO:0045926, GO:0048749, GO:0140259",B
SCMH1_HUMAN,2P0K,Q96GD3,GO:0005654,A
SCML2_HUMAN,1OI1,Q9UQR0,"GO:0005634, GO:0009653, GO:0031519",A
SCMU_MYCTU,2AO2,P9WIB9,"GO:0004106, GO:0005576, GO:0046417",A
SCMU_YERPE,2GBB,Q7CHH5,"GO:0004106, GO:0046417",A
SCN1B_HUMAN,8J4F,Q07699,"GO:0001518, GO:0005886, GO:0010765, GO:0017080, GO:0035725, GO:0051899, GO:0060048, GO:0060371, GO:0086002, GO:0086010, GO:0086012, GO:0086047, GO:0086091, GO:1902305, GO:1905152",B
SCN2A_HUMAN,2KAV,Q99250,"GO:0005248, GO:0005516, GO:0005886, GO:0019228, GO:0030424",A
SCN2A_RAT,1BYY,P04775,"GO:0001518, GO:0005248, GO:0005886, GO:0006814, GO:0019228, GO:0021554, GO:0021987, GO:0022038, GO:0030424, GO:0033268, GO:0035725, GO:0042552, GO:0043194, GO:0043522, GO:0061564, GO:0071456, GO:0099508",A
SCN2B_HUMAN,5FDY,O60939,"GO:0001518, GO:0005886, GO:0007268, GO:0010765, GO:0017080, GO:0060048, GO:0060371, GO:0086002, GO:0086010, GO:0086012, GO:0086091",A
SCN3A_RAT,1QG9,P08104,"GO:0005516, GO:0007399, GO:0030424, GO:0043025, GO:0046684, GO:0071236",A
SCN3B_HUMAN,4L1D,Q9NY72,"GO:0001518, GO:0005829, GO:0005886, GO:0010765, GO:0017080, GO:0035725, GO:0043231, GO:0044325, GO:0051899, GO:0060048, GO:0060371, GO:0060373, GO:0072659, GO:0086002, GO:0086005, GO:0086010, GO:0086012, GO:0086014, GO:0086091",A
SCN4A_HUMAN,6AGF,P35499,"GO:0001518, GO:0005248, GO:0005886, GO:0006814, GO:0006936, GO:0035725, GO:0100001",A
SCN4A_RAT,5JR0,P15390,"GO:0005886, GO:0006812, GO:0006813, GO:0006814, GO:0015871, GO:0035725",A
SCN4B_HUMAN,4MZ2,Q8IWT1,"GO:0001518, GO:0005248, GO:0005886, GO:0006814, GO:0010765, GO:0017080, GO:0019228, GO:0035725, GO:0044325, GO:0060048, GO:0060307, GO:0086002, GO:0086006, GO:0086012, GO:0086016, GO:0086091",A
SCN4B_MOUSE,5AYQ,Q7M729,"GO:0005248, GO:0014704, GO:0035725, GO:0051649",A
SCN5A_HUMAN,2KBI,Q14524,"GO:0001518, GO:0002027, GO:0005248, GO:0005516, GO:0005654, GO:0005730, GO:0005783, GO:0005886, GO:0005901, GO:0006814, GO:0009986, GO:0010765, GO:0014704, GO:0016020, GO:0016328, GO:0017134, GO:0019899, GO:0019901, GO:0019904, GO:0030018, GO:0030315, GO:0030506, GO:0031625, GO:0035725, GO:0042383, GO:0044325, GO:0050998, GO:0051899, GO:0060048, GO:0060307, GO:0060371, GO:0060372, GO:0060373, GO:0071277, GO:0086002, GO:0086004, GO:0086005, GO:0086006, GO:0086010, GO:0086012, GO:0086014, GO:0086015, GO:0086016, GO:0086043, GO:0086045, GO:0086046, GO:0086047, GO:0086048, GO:0086060, GO:0086061, GO:0086062, GO:0086063, GO:0086067, GO:0086091, GO:0097110, GO:0098912, GO:1902305",A
SCN5A_RAT,6UZ0,P15389,"GO:0003360, GO:0005886, GO:0010460, GO:0014704, GO:0014894, GO:0017134, GO:0021537, GO:0021549, GO:0030315, GO:0030506, GO:0035725, GO:0042475, GO:0045760, GO:0050679, GO:0086006, GO:0086012, GO:0098719",A
SCN8A_HUMAN,8FHD,Q9UQD0,"GO:0001508, GO:0001518, GO:0005248, GO:0005886, GO:0016020, GO:0030054, GO:0031402",A
SCN8A_MOUSE,3WFN,Q9WTU3,"GO:0007517, GO:0007605, GO:0007626, GO:0007628, GO:0009636, GO:0016020, GO:0021675, GO:0030018, GO:0030425, GO:0033268, GO:0034706, GO:0043025",B
SCN9A_HUMAN,5EK0,Q15858,"GO:0005248, GO:0005886, GO:0019228, GO:0019233, GO:0033268, GO:0043679, GO:0098870",A
SCNAA_HUMAN,7WE4,Q9Y5Y9,"GO:0001518, GO:0002027, GO:0005248, GO:0005886, GO:0007600, GO:0034765, GO:0035725, GO:0044325, GO:0055117, GO:0060371, GO:0086010, GO:0086016, GO:0086043",A
SCNNB_RAT,1I5H,P37090,"GO:0001666, GO:0002028, GO:0006814, GO:0006883, GO:0009986, GO:0015280, GO:0016324, GO:0034706, GO:0035313, GO:0050699, GO:0098719",B
SCNNG_HUMAN,6BQN,P51170,"GO:0005216, GO:0005654, GO:0005886, GO:0006883, GO:0016324, GO:0034706, GO:0035725, GO:0035869, GO:0050699, GO:0050891, GO:0055078, GO:0070062, GO:0071468, GO:0098719",C
SCO11_ARATH,6N5U,Q8VYP0,"GO:0005507, GO:0005739, GO:0009793, GO:0033617",A
SCO1_HUMAN,1WP0,O75880,"GO:0005739, GO:0005743, GO:0030016, GO:0033617",A
SCO1_YEAST,2B7J,P23833,"GO:0005507, GO:0005743, GO:0033617, GO:0034599, GO:0045454",A
SCO2_HUMAN,2RLI,O43819,"GO:0001654, GO:0005739, GO:0005743, GO:0015035, GO:0030016, GO:0033617",A
SCOC_HUMAN,4BWD,Q9UIL1,"GO:0005654, GO:0005794, GO:0005829, GO:0016239, GO:0061635",A
SCOT1_HUMAN,3DLX,P55809,"GO:0005739, GO:0005759, GO:0008260, GO:1902224",A
SCOT1_PIG,1M3E,Q29551,"GO:0008260, GO:0042803",A
SCOT_DROME,4KGB,Q9W058,GO:0008260,A
SCP2_HUMAN,1QND,P22307,"GO:0000062, GO:0005102, GO:0005654, GO:0005777, GO:0005829, GO:0006694, GO:0006699, GO:0006701, GO:0008526, GO:0015485, GO:0015914, GO:0032367, GO:0032385, GO:0032959, GO:0032991, GO:0033540, GO:0036042, GO:0036109, GO:0045940, GO:0050632, GO:0070538, GO:0072659, GO:0120020, GO:1901373",A
SCPB_ECOLI,1EF8,P52045,GO:0004492,A
SCP_SCYPA,7WBO,I2DDG2,GO:0042803,A
SCR_ARATH,5B3G,Q9M384,"GO:0003700, GO:0005634, GO:0008356, GO:0009630, GO:0009956, GO:0043565, GO:0045454, GO:0048364, GO:0048366, GO:0051457, GO:0090610",A
SCRB1_MOUSE,3R69,Q61009,"GO:0001540, GO:0001935, GO:0005737, GO:0005886, GO:0005901, GO:0006707, GO:0008035, GO:0009986, GO:0010867, GO:0010899, GO:0015914, GO:0016020, GO:0030301, GO:0033344, GO:0034185, GO:0034375, GO:0034383, GO:0042632, GO:0043534, GO:0043691, GO:0050892, GO:0070328, GO:0070508, GO:0098856",
SCRB2_HUMAN,4F7B,Q14108,"GO:0000139, GO:0004888, GO:0005789, GO:0006622, GO:0010008, GO:0019899, GO:0030669, GO:0031902, GO:0038024, GO:0042803, GO:0043470, GO:1904978, GO:1905671, GO:2000752",A
SCRIB_DROME,5WOU,Q7KRY7,"GO:0000902, GO:0001708, GO:0001737, GO:0001738, GO:0005918, GO:0005938, GO:0007318, GO:0007391, GO:0007464, GO:0007472, GO:0007613, GO:0008285, GO:0016323, GO:0016327, GO:0016328, GO:0016331, GO:0016332, GO:0016333, GO:0016334, GO:0016335, GO:0016336, GO:0019991, GO:0030100, GO:0030707, GO:0030714, GO:0031594, GO:0035088, GO:0042048, GO:0042067, GO:0045169, GO:0045175, GO:0045179, GO:0045186, GO:0045198, GO:0045571, GO:0048749, GO:0048863, GO:0050680, GO:0050803, GO:0060581, GO:0072002, GO:0072089, GO:1990794",A
SCRIB_HUMAN,1UJU,Q14160,"GO:0001843, GO:0001921, GO:0005654, GO:0005737, GO:0005886, GO:0005911, GO:0005912, GO:0008283, GO:0016477, GO:0030054, GO:0030859, GO:0034750, GO:0035089, GO:0035591, GO:0043065, GO:0045930, GO:0050918, GO:0060561, GO:0071896, GO:0090630, GO:0098609",A
SCS2_YEAST,6LP4,P40075,"GO:0005635, GO:0005783, GO:0005789, GO:0005886, GO:0005934, GO:0005935, GO:0008654, GO:0031509, GO:0031965, GO:0032377, GO:0033149, GO:0035091, GO:0042308, GO:0048309, GO:0060304, GO:0061163, GO:0061709, GO:0071561, GO:0090158",A
SCS7_YEAST,4ZR0,Q03529,"GO:0000038, GO:0006673, GO:0008270, GO:0046513, GO:0080132, GO:0102772",A
SCTC1_SALTY,2Y9K,P35672,"GO:0030257, GO:0042802",A
SCTE1_SALTY,3TUL,Q56019,"GO:0031640, GO:0034067",A
SCTF1_SALTY,2JOW,P41784,GO:0042802,A
SCTF_PSEAE,2UWJ,P95434,"GO:0030254, GO:0030257",F
SCTF_SHIFL,2CA5,P0A223,GO:0042802,A
SCTN2_SALTY,4NPH,P74857,"GO:0016887, GO:0030430, GO:0033644, GO:0050714, GO:0051087",A
SCTN_SHIFL,5SWJ,P0A1C1,GO:0042802,A
SCX1_ODODO,4HHF,P84646,"GO:0005576, GO:0019871",A
SCX29_CENNO,6NW8,A0A5H1ZR48,GO:0005576,A
SCX2_CENSU,2LI7,P08900,GO:0005615,A
SCXA_OLIMR,2KBK,O61705,"GO:0005576, GO:0019870, GO:0019871, GO:0044493, GO:0090729",A
SCXD_CENLI,6VXW,C0HK69,"GO:0005576, GO:0019871",A
SCXN1_MESEU,6THI,P86408,"GO:0005576, GO:0019871",A
SDC1_ARATH,8JG7,Q9MA74,"GO:0005829, GO:0005886, GO:0006563, GO:0006580, GO:0016831, GO:0042803, GO:0102705",A
SDC1_HUMAN,4GVC,P18827,"GO:0005796, GO:0005886, GO:0009986, GO:0042802, GO:0043202, GO:0055002, GO:1903543, GO:1903553",B
SDC2_HUMAN,6ITH,P34741,"GO:0005788, GO:0005796, GO:0005886, GO:0030165, GO:0042802, GO:0043202",A
SDC4_HUMAN,1EJP,P31431,"GO:0005796, GO:0005886, GO:0042130, GO:0042802, GO:0043202, GO:0070053, GO:1903543, GO:1903553",A
SDC4_RAT,5A2P,P34901,"GO:0001657, GO:0001968, GO:0005080, GO:0005886, GO:0005925, GO:0009986, GO:0042802, GO:0043034, GO:0051496, GO:0051894",E
SDCB1_HUMAN,1N99,O00560,"GO:0000122, GO:0002091, GO:0005109, GO:0005546, GO:0005576, GO:0005654, GO:0005737, GO:0005829, GO:0005886, GO:0007346, GO:0008284, GO:0010718, GO:0030307, GO:0030335, GO:0030511, GO:0031965, GO:0035578, GO:0042327, GO:0042802, GO:0045121, GO:0045545, GO:0046330, GO:0046982, GO:0070062, GO:0140311, GO:1903543, GO:1903553",A
SDCB1_RAT,5G1E,Q9JI92,"GO:0019838, GO:0035255, GO:0042043, GO:0042802, GO:0044877, GO:0045545, GO:0046875, GO:0050839, GO:0098793, GO:0099054",A
SDE2_HUMAN,7N99,Q6IQ49,"GO:0000479, GO:0003684, GO:0005634, GO:0005654, GO:0005737, GO:0005794, GO:0005829, GO:0005886, GO:0016485, GO:0016567, GO:0016607, GO:0030515, GO:0031571, GO:0034644, GO:0045292",A
SDEA_LEGPH,5CRB,Q5ZTK4,"GO:0000338, GO:0016567, GO:0016579, GO:0019784, GO:0043657, GO:0061578, GO:0106274",
SDF1_HUMAN,1A15,P48061,"GO:0005102, GO:0005178, GO:0005576, GO:0005615, GO:0006874, GO:0006935, GO:0006955, GO:0007155, GO:0007165, GO:0007186, GO:0008009, GO:0008015, GO:0008064, GO:0009615, GO:0016020, GO:0033622, GO:0038146, GO:0038160, GO:0042379, GO:0045236, GO:0045785, GO:0060326, GO:0070098, GO:0090026, GO:0090280, GO:1902230, GO:1903237, GO:1904018, GO:1990869, GO:2000406, GO:2000669",A
SDF2_ARATH,3MAL,Q93ZE8,"GO:0002221, GO:0005783, GO:0042742, GO:0050832",A
SDH3_YEAST,6LO8,P33421,"GO:0005743, GO:0006099, GO:0006121, GO:0042721, GO:0045039, GO:0045273, GO:0045333",C
SDHA_CHICK,1YQ3,Q9YHT1,GO:0045273,A
SDHA_ECOLI,6C12,P0AC41,"GO:0000104, GO:0005886, GO:0006099, GO:0009055, GO:0009060, GO:0045273, GO:0050660",A
SDHA_HUMAN,6VAX,P31040,"GO:0005730, GO:0005739, GO:0005759, GO:0006099, GO:0006105, GO:0007399, GO:0008177, GO:0022904, GO:0045273",A
SDHA_YEAST,9KPS,Q00711,"GO:0005739, GO:0005743, GO:0006099, GO:0006121, GO:0008177, GO:0031966, GO:0045273, GO:0045333, GO:0050660",A
SDHB_ECOLI,1NEK,P07014,"GO:0009055, GO:0009060, GO:0045273, GO:0051536, GO:0051537, GO:0051538, GO:0051539",B
SDHB_PIG,1ZOY,Q007T0,"GO:0005743, GO:0006121, GO:0045273, GO:0048039, GO:0051537, GO:0051538, GO:0051539",B
SDH_CERSP,1K2W,Q59787,"GO:0003939, GO:0047713",A
SDHD_ECOLI,3SS7,P00926,"GO:0005737, GO:0005829, GO:0006974, GO:0008721, GO:0016836, GO:0030170, GO:0036088, GO:0051410, GO:0070178",X
SDHE_ECOLI,1X6I,P64559,"GO:0006105, GO:0034552",A
SDHF2_YEAST,2LM4,Q08230,"GO:0005759, GO:0006099, GO:0006121, GO:0017013, GO:0018293, GO:0034553",A
SDHL_HUMAN,1P5J,P20132,"GO:0003941, GO:0004794, GO:0005739, GO:0005829, GO:0006565, GO:0030170, GO:0042803, GO:0042866",A
SDHL_RAT,1PWE,P09367,"GO:0003941, GO:0004794, GO:0006094, GO:0031667, GO:0033590, GO:0043200, GO:0065003",A
SDIA_ECOLI,2AVX,P07026,GO:2000144,A
SDK1_MOUSE,5K6U,Q3UH53,"GO:0048148, GO:0060998",A
SDK2_HUMAN,1WF5,Q58EX2,GO:0005886,A
SDK2_MOUSE,5K6X,Q6V4S5,"GO:0007156, GO:0007416, GO:0010842, GO:0045202, GO:0060219",A
SDN1_ARATH,5Z9X,A3KPE8,"GO:0000175, GO:0008408, GO:0010587, GO:0035198, GO:0044748",A
SDP1_YEAST,2J16,P40479,"GO:0000196, GO:0005634, GO:0005737, GO:0017017, GO:0033550",A
SDRP_THET8,2ZCW,Q5SIL0,"GO:0001216, GO:0003677, GO:0006979, GO:0042803, GO:0045893",A
SDS3_MOUSE,4ZQA,Q8BR65,"GO:0001835, GO:0042802, GO:0042826, GO:0045892, GO:0070822",A
SDSL_HUMAN,2RKB,Q96GA7,"GO:0003941, GO:0004794, GO:0005829, GO:0042802",A
SDT1_YEAST,3NUQ,P53078,"GO:0006206, GO:0008252",A
SDT_ARATH,6LPW,O80467,"GO:0080072, GO:0080089",A
SE1L1_MOUSE,5B26,Q9Z2G6,"GO:0006641, GO:0009306, GO:0034976, GO:0036503",A
SEB1_SCHPO,5MDT,Q9UTE3,"GO:0003723, GO:0005634, GO:0006369, GO:0030515, GO:0031124, GO:0031126, GO:0031508, GO:0033620, GO:0043628, GO:0099122, GO:0106222, GO:0140463, GO:0140693, GO:0180010",A
SEC12_HUMAN,5TF2,Q9HCU5,"GO:0003400, GO:0005085, GO:0005634, GO:0006888, GO:0048208, GO:0070971",A
SEC12_YEAST,4H5I,P11655,"GO:0003400, GO:0005085, GO:0005783, GO:0005794",A
SEC13_HUMAN,3BG0,P55735,"GO:0005635, GO:0005654, GO:0005765, GO:0005789, GO:0005829, GO:0012507, GO:0030127, GO:0031080, GO:0031669, GO:0042802, GO:0043231, GO:0061700, GO:0090110, GO:1904263",A
SEC13_YEAST,2PM6,Q04491,"GO:0005198, GO:0005783, GO:0030127, GO:0031080, GO:0035859, GO:0036503, GO:0045893, GO:0051664, GO:0070863, GO:0090114, GO:1902953, GO:1903432, GO:1904263",B
SEC14_YEAST,1AUA,P24280,"GO:0000139, GO:0005737, GO:0005794, GO:0005829, GO:0006896, GO:0008525, GO:0008526, GO:0015914, GO:0030437, GO:0043001, GO:0046488, GO:0048194, GO:1901352, GO:2001246",A
SEC16_YEAST,3MZK,P48415,"GO:0012507, GO:0016236, GO:0043495, GO:0048208, GO:0070971, GO:0070973",B
SEC17_YEAST,1QQE,P32602,"GO:0001671, GO:0005483, GO:0005829, GO:0006914, GO:0031201, GO:0035494, GO:0042144, GO:0048280",A
SEC18_YEAST,1CR5,P18759,"GO:0000045, GO:0000149, GO:0005794, GO:0006888, GO:0016236, GO:0016887, GO:0035494, GO:0042144, GO:0043001, GO:0048219, GO:0048280, GO:0070300",A
SEC24_YEAST,1M2V,P40482,"GO:0005048, GO:0005783, GO:0016236, GO:0030127, GO:0070863, GO:0090110, GO:1902953",B
SEC2_YEAST,2E7S,P17065,"GO:0005085, GO:0005829, GO:0005934, GO:0005935, GO:0006887, GO:0006914, GO:0030133, GO:0030435, GO:0032120, GO:0042802, GO:0070273",A
SEC39_YEAST,3K8P,Q12745,"GO:0005635, GO:0005783, GO:0005789, GO:0006890, GO:0016192, GO:0032581, GO:0070939",D
SEC3_YEAST,3HIE,P33332,"GO:0000131, GO:0000145, GO:0001927, GO:0005546, GO:0005934, GO:0005935, GO:0006887, GO:0006893, GO:0031267, GO:0043332, GO:0048309, GO:0051601",A
SEC4_CANAL,6O62,P0CY31,"GO:0000131, GO:0003924, GO:0005886, GO:0005934, GO:0006887, GO:0006893, GO:0006903, GO:0006906, GO:0009306, GO:0031521, GO:0071466, GO:1903561",A
SEC4_YEAST,1G16,P07560,"GO:0000131, GO:0003924, GO:0005525, GO:0006887, GO:0006893, GO:0006906, GO:0006914, GO:0007107, GO:0030133, GO:0031321, GO:0031982, GO:0043332",A
SEC62_YEAST,6ZZZ,P21825,"GO:0005783, GO:0008320, GO:0031204, GO:0031207, GO:0071256",A
SEC6_YEAST,2FJI,P32844,"GO:0000145, GO:0000149, GO:0005934, GO:0005935, GO:0006887, GO:0006893, GO:0035544, GO:0051601",1
SEC7_YEAST,4OIY,P11075,"GO:0000045, GO:0005085, GO:0005770, GO:0005798, GO:0005802, GO:0005829, GO:0006888, GO:0006891, GO:0140455",A
SEC9_YEAST,3B5N,P40357,"GO:0000149, GO:0005484, GO:0006887, GO:0006906, GO:0031201, GO:0035493",C
SECA1_MYCTU,1NKT,P9WGP5,"GO:0005524, GO:0016887, GO:0031522, GO:0043952",A
SECA2_MYCTU,4UAQ,P9WGP3,"GO:0005829, GO:0008320, GO:0016887, GO:0043952, GO:0051701, GO:0052170, GO:0052553",A
SECA_ECOLI,1TM6,P10408,"GO:0005737, GO:0005886, GO:0006605, GO:0006612, GO:0008270, GO:0009306, GO:0009898, GO:0015031, GO:0031522, GO:0042802, GO:0043021, GO:0043022, GO:0043952, GO:0061077, GO:0065002, GO:0070678",A
SECB_ECOLI,1QYN,P0AG86,"GO:0005829, GO:0006605, GO:0008104, GO:0015031, GO:0036506, GO:0043952, GO:0051082, GO:0070678",A
